,tasty,name,price,target,category,coffee
173,밸런스&초콜릿,디카페인 블렌드,"12,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '새콤한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '커피메이커', '우유 넣은 라떼']","['콜롬비아 엑셀소 EP 디카페인', '과테말라 엑셀소 EP 디카페인']"
174,고소&쌉쌀,썸즈업 블렌드,"7,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '우유 넣은 라떼']","['과테말라', '브라질', '콜롬비아', '에티오피아']"
175,밸런스&긴여운,헥사 블렌드,"11,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '콜드브루', '커피메이커', '우유 넣은 라떼']","['인도', '과테말라', '콜롬비아', '에티오피아']"
176,달콤&밸런스,44도 블렌드,"9,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['커피메이커', '에스프레소머신', '에어로프레스', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 내추럴', '콜롬비아 워시드', '과테말라 워시드', '에티오피아 예가체프 워시드']"
177,밸런스&초콜릿,콜롬비아 디카페인,"15,000원
200g","['매주 화 로스팅', '디카페인', '약한 산미', '싱글 오리진', '다크 로스팅']","['핸드드립', '커피메이커', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['콜롬비아', '후일라', '카투라+티피카']"
178,과일&밸런스,피어투피어,"17,000원
200g","['매주 화 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로']","['에티오피아 첼베사 워시드', '코스타리카 헤네시스 비야사치 워시드', '케냐 띠리쿠 AB 워시드', '과테말라 인헤르토 네이티보 블렌드 워시드']"
179,초콜릿&견과류,인도 마이소르 너겟 엑스트라 볼드,"15,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '싱글 오리진', '다크 로스팅']","['핸드드립', '커피메이커', '에어로프레스', '블랙 그대로']","['인도', '치크마갈로루', '795+SLN5+SLN9+Chandragiri+Catuai+Cauvery+Catimor']"
180,고소&초콜릿,콜롬비아 E.A 디카페인,"16,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '약한 산미', '싱글 오리진', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아', '카우카', '카투라+카스티요+콜롬비아']"
181,밸런스&달콤,DCW 블렌드,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '약한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아 카투라 수프리모 스위스 워터 워시드', '에티오피아 시다모 에얼룸 G2 스위스 워터 워시드', '과테말라 SHB 스위스 워터 워시드']"
182,견과류&고소,과테말라 SHB SW 디카프,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '약한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로']","['과테말라', '버본+카투라+카투아이']"
183,과일&초콜릿,에티오피아 G2 시다모 SW 디카프,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로']","['에티오피아', '시다모', '에얼룸']"
184,달콤&고소,콜롬비아 수프리모 SW 디카프,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '약한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로']","['콜롬비아', '카투라']"
185,달콤&상큼,케냐 구아마 AA TOP 마이크로 랏,"20,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['핸드드립', '커피메이커', '블랙 그대로']","['케냐', '키린야가', 'SL28+SL34']"
186,밸런스&부드러운,과테말라 와이칸 워시드,"14,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '프렌치프레스', '에어로프레스', '블랙 그대로']","['과테말라', '와이칸', '웨웨테낭고', '티피카 + 카투라 + 버본 + 카투아이 + 파체']"
187,밸런스&견과류,스탠다드룸,"13,000원
200g","['매주 월 로스팅', '약한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '블랙 그대로']","['과테말라 안티구아 프리미엄 버본 워시드', '브라질 술 데 미나스 카르모 드 미나스 산타루시아 옐로우 버본']"
188,고소&묵직한,스테이,"13,000원
200g","['매주 월 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '우유 넣은 라떼']","['브라질 미나스 제라이스 카르모 드 미나스 옐로우 버본 내추럴', '콜롬비아 카우카 papayan 워시드', '니카라과 누에바 세고비아 히노떼가 워시드']"
189,달콤&고소,노네임블렌드,"15,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '에어로프레스', '콜드브루', '블랙 그대로']","['콜롬비아 카우카 papayan 워시드', '브라질 미나스 제라이스 세하도 레드 카투아이 내추럴', '인도 만자라바드 하산 콜렉션 워시드']"
190,상큼&깔끔한,수수블렌드,"16,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '에어로프레스', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 구지 우라가 고로 무다 내추럴', '에티오피아 예가체프 콩가 워시드']"
191,상큼&깔끔한,나폴리,"16,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '커피메이커', '블랙 그대로']","['에티오피아 예가체프 코체레 에얼룸 G1 내추럴', '브라질 산타이네스 옐로우 버본 펄프드 내추럴', '콜롬비아 나리노 카스틸로 카투라 워시드']"
192,달콤&고소,하드워커,"12,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질', '과테말라', '콜롬비아']"
193,밸런스&깔끔한,콜롬비아 디카페인,"16,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '에어로프레스', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아', '나리노']"
194,밸런스&달콤,콜롬비아 싱글오리진 디카페인,"17,000원
200g","['매주 화 로스팅', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로']","['콜롬비아', '후일라', '티피카+카투라+콜롬비안']"
195,상큼&깔끔한,레이크 맥켄지,"16,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅', '공정 무역']","['에스프레소머신', '에어로프레스', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 예가체프 G2 토착종 내추럴', '케냐 니에리 AA 워시드']"
196,밸런스&부드러운,엘리 크릭,"16,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '에어로프레스', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아 칼다스 리사랄다 수프리모 워시드', '브라질 모지아나 NY2 내추럴', '과테말라 안티구아 SHB 버본 워시드', '에티오피아 예가체프 G2 토착종 내추럴']"
197,쌉쌀&묵직한,인디언 헤드,"14,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '커피메이커', '모카포트', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아 안티오키아 카스틸로 카투라 수프리모 워시드', '브라질 모지아나 내추럴', '베트남 다크락 G1 로부스타 웻 폴리싱']"
198,달콤&묵직한,콜롬비아 디카페인 에스프레소,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '커피메이커', '모카포트', '우유 넣은 라떼', '설탕 넣어서', '시럽 넣어서']",['콜롬비아 카우카 워시드']
199,밸런스&고소,브릭 에스프레소,"14,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라 안티구아 엔트레 볼카네스 워시드', '콜롬비아 라 플라타 워시드', '인도 강가기리 워시드']"
200,밸런스&고소,클래식 에스프레소,"13,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '모카포트', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['브라질 모지아나 내추럴', '과테말라 안티구아 엔트레 볼카네스 워시드', '콜롬비아 나리노 라 유니온 워시드']"
201,달콤&부드러운,그 해 겨울,"14,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅', '직접 무역']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼']","['코스타리카', '과테말라', '에티오피아']"
202,꽃향기&밸런스,과테말라 우에우에테낭고 버번 워시드,"23,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['핸드드립', '커피메이커', '콜드브루', '블랙 그대로']","['과테말라', '우에우에테낭고', '버번']"
203,견과류&고소,콜롬비아 디카페인 한국커피 셀렉션,"14,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '약한 산미', '싱글 오리진', '미디엄 다크 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '에스프레소머신', '블랙 그대로']","['콜롬비아', '후일라', '카투라+핑크버본']"
204,고소&묵직한,뉴커먼,"12,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '프렌치프레스', '모카포트', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['콜롬비아 수프리모 워시드', '코스타리카 따라주 SHB 워시드', '브라질 세하도 NY2 내추럴']"
205,쌉쌀&묵직한,발렌타인,"13,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '콜드브루', '핸드드립', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['인도네시아 만델링 G1', '코스타리카 따라주 SHB 워시드']"
206,상큼&부드러운,브라이트,"14,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '블랙 그대로']","['에티오피아 내추럴', '코스타리카 워시드']"
207,쌉쌀&묵직한,블랙 앤 모어,"11,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '모카포트', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['과테말라 라벨라 워시드', '브라질 이파네마 펄프드내추럴', '콜롬비아 히랄도 워시드']"
208,밸런스&부드러운,스윗 앤 모어,"11,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 예가체프 골라 내추럴', '과테말라 라벨라 워시드', '브라질 이파네마 펄프드내추럴', '콜롬비아 히랄도 워시드']"
209,상큼&깔끔한,글램 앤 모어,"13,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅']","['에스프레소머신', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 구지 함벨라 dega 무산소 내추럴', '케냐 키린야가 Gakuyu-ini 워시드']"
210,달콤&상큼,코스타리카 핀카 마초 워시드,"19,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '커피메이커', '프렌치프레스', '블랙 그대로']","['코스타리카', '마초', '따라주', '1900mm', '카투아이']"
211,밸런스&고소,과테말라 디카페인 마운틴워터 프로세스,"16,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅']","['핸드드립', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']",['과테말라']
212,고소&쌉쌀,리밀 블렌드,"13,000원
200g","['매주 화 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '콜드브루', '모카포트', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 알타 모지아나 이비라시 코카필 내추럴', '과테말라 안티구아 워시드', '인도 마이소르 너겟 엑스트라 볼드 워시드']"
213,쌉쌀&초콜릿,마누 블렌드,"13,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '콜드브루', '핸드드립', '설탕 넣어서', '시럽 넣어서']","['브라질 알타 모지아나 이비라시 코카필 내추럴', '인도 카피로얄 AA Fully Washed']"
214,달콤&상큼,룰라바이,"18,000원
200g","['매주 월 로스팅', '디카페인', '가벼운 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '블랙 그대로']","['멕시코 우아투스코 디카페인', '콜롬비아 엘 파라이소 디카페인']"
215,밸런스&부드러운,커넥츠 블렌드,"14,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '에어로프레스', '블랙 그대로']","['콜롬비아 후일라 셀렉션 워시드', '에티오피아 콩가 내추럴', '코스타리카 몬테 브리사스 옐로우 허니', '인도 강가기리 워시드', '과테말라 엘 소코로 레드 버본 워시드']"
216,달콤&고소,온두라스 엘 푸엔테 워시드,"18,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '커피메이커', '프렌치프레스', '블랙 그대로']",['온두라스 엘 푸엔테 카투아이 워시드']
217,상큼&깔끔한,호이스트,"15,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '에어로프레스', '블랙 그대로']","['온두라스 엘 푸엔테 카투아이 워시드', '에티오피아 시다마 하마쇼 74158 워시드', '에티오피아 구지 함벨라 아라카 내추럴']"
218,고소&묵직한,오버타임,"14,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '핸드드립', '우유 넣은 라떼']","['브라질 사맘바이아 옐로우 버본 펄프드 내추럴', '과테말라 라 에스페란자 워시드', '에티오피아 구지 함벨라 토착종 내추럴']"
219,상큼&달콤,허클베리,"14,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '콜롬비아', '에티오피아']"
220,깔끔한&밸런스,올드타운,"13,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '콜롬비아']"
221,달콤&과일,과테말라 라 볼사 워시드,"15,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '에스프레소머신', '에어로프레스', '블랙 그대로']","['과테말라', '라볼사', '웨웨테낭고', '카투라+버본']"
222,부드러운&견과류,콜롬비아 칼다스 워시드,"14,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '에스프레소머신', '에어로프레스', '블랙 그대로']","['콜롬비아', 'various', '칼다스', '카스티요+카투라+콜롬비아']"
223,달콤&과일,에티오피아 시다마 카라모 내추럴,"23,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로']","['에티오피아', '카라모', '시다모', '2260-2360mm', '74158']"
224,고소&묵직한,프라이데이,"14,000원
210g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '블랙 그대로', '시럽 넣어서']","['콜롬비아 우일라 라 플라타 워시드', '에티오피아 시다모 내추럴', '브라질 다스 알마스 버본 펄프드 내추럴']"
225,밸런스&깔끔한,아이스브레이커,"17,000원
210g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '블랙 그대로']","['콜롬비아 나리노 아폰테 허니', '브라질 산 세바스찬 다 그라마 옐로우 버본 내추럴']"
226,달콤&깔끔한,에티오피아 시다모 두완초 G1 내추럴,"29,000원
200g","['매주 화 로스팅', '가벼운 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '블랙 그대로']","['시다모', '벤사', '74158']"
227,밸런스&과일,알렉세이션,"16,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 구지 함벨라 부쿠 사이사', '과테말라 플로르 델 로사리오 워시드']"
228,밸런스&부드러운,콜롬비아 타비 인디오 아나에로빅,"26,000원
200g","['매주 화 로스팅', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '블랙 그대로']","['콜롬비아', '1650mm', '핀카 라 줄리아', '타비']"
229,상큼&깔끔한,콜롬비아 파넬라 스티키 핑크버번,"25,000원
200g","['매주 화 로스팅', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['핸드드립', '블랙 그대로']","['콜롬비아', '1800mm', '이소스', '핑크버본']"
230,달콤&깔끔한,라이카의 여름,"14,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']","['코스타리카 재규어 브라운허니', '과테말라 라 글로리아', '에티오피아 아리차 에이미 G1 내추럴', '에티오피아 아리차 에이미 G1 워시드']"
231,상큼&부드러운,안녕잠비,"14,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '라이트 로스팅']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로']","['에티오피아 웨스트 아르시 리피사 G1 내추럴', '에티오피아 예가체프 아리차 에이미 워시드', '에티오피아 예가체프 아리차 G1 내추럴']"
232,밸런스&달콤,나이트아울 블렌드,"12,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 로스팅', '공정 무역']","['에스프레소머신', '모카포트', '콜드브루', '우유 넣은 라떼']","['과테말라 안티구아 아카테 SHB 혼합종 워시드', '콜롬비아 쿤디나마르카 혼합종 워시드']"
233,달콤&쌉쌀,오드아이,"16,000원
220g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 G1', '온두라스 내추럴', '에티오피아 G1 내추럴', '에티오피아 G2']"
234,쌉쌀&묵직한,모노톤,"11,000원
220g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '설탕 넣어서', '시럽 넣어서']","['과테말라', '브라질', '에티오피아 G1', '인도네시아 만델링', '에티오피아 G2']"
235,고소&견과류,디카페인 블렌드,"15,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로']","['과테말라', '에티오피아']"
236,달콤&과일,브라질 캄포 알레그레,"15,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '에스프레소머신', '블랙 그대로']","['브라질', '캄포 알레그레', '미나스', '옐로 카투아이']"
237,상큼&과일,에티오피아 구지 우라가,"15,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '에스프레소머신', '블랙 그대로']","['에티오피아', '고메로', '구지 우라가', '에얼룸']"
238,고소&밸런스,웨이브온 블렌드,"15,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '브라질', '에티오피아']"
239,밸런스&깔끔한,66도 블렌드,"10,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 로스팅']","['에스프레소머신', '커피메이커', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '콜롬비아', '에티오피아']"
240,달콤&부드러운,33도 블렌드,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '라이트 미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['에티오피아 내추럴', '에티오피아 허니']"
241,고소&묵직한,77도 블렌드,"10,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '커피메이커', '모카포트', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '브라질', '인도네시아']"
242,꽃향기&화사한,날아올라,"15,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['에티오피아', '1860-2160mm', '시다모', '74110 + 74112 + 74158']"
243,달콤&과일,봄의 제전,"17,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '에스프레소머신', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']","['에티오피아', '에티오피아', '비르투칸, 부투', '게뎁', '이디도', '에얼룸', '에얼룸 74112, 74110+74158']"
244,고소&부드러운,브릴리,"12,500원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '싱글 오리진', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['브라질', '세르타오', '카르모', '1100-1450mm', '옐로우 버본']"
245,쌉쌀&깔끔한,비숲,"12,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '콜드브루', '모카포트', '설탕 넣어서', '시럽 넣어서']","['인도 카르나타카 아티칸 워시드', '에티오피아 짐마 누라 내추럴']"
246,상큼&깔끔한,Seasonal Blend,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '커피메이커', '에어로프레스', '블랙 그대로']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 엘 사포테 카투라 세미 워시드', '에티오피아 구지 지게사 에얼룸 내추럴']"
247,밸런스&깔끔한,Classic Blend,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['커피메이커', '모카포트', '핸드드립', '블랙 그대로', '설탕 넣어서']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 산 로렌소 카투라 워시드', '코스타리카 Coopelibertad 카투라 워시드']"
248,쌉쌀&묵직한,Classic Plus Blend,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['모카포트', '커피메이커', '에스프레소머신', '우유 넣은 라떼', '시럽 넣어서']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 산 로렌소 카투라 워시드', '코스타리카 Coopelibertad 카투라 워시드']"
249,고소&부드러운,Decaffeinated Blend,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '가벼운 산미', '블렌드', '미디엄 로스팅']","['커피메이커', '핸드드립', '에어로프레스', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 사키소 테이드 디카페인 내추럴', '콜롬비아 산 아구스틴 디카페인', '과테말라 웨웨테낭고 디카페인']"
250,고소&쌉쌀,마리모,"13,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['모카포트', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 산토스 NY2 FC 레드 카투아이 내추럴', '인도 와야나 AA 로부스타 워시드']"
251,밸런스&견과류,리들리,"15,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '에어로프레스', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['브라질 세라도 NY2 FC 레드 카투아이 내추럴', '콜롬비아 톨리마 무헤레스 워시드']"
252,과일&깔끔한,몬스테라,"18,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['케냐 니에리 AA 혼합종 워시드', '에티오피아 예가체프 코케 G1 에얼룸 내추럴']"
253,초콜릿&묵직한,과테말라 안티구아 디카페인,"14,000원
150g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '싱글 오리진', '다크 로스팅']","['핸드드립', '콜드브루', '모카포트', '블랙 그대로']","['과테말라', '안티구아']"
254,꽃향기&은은한,에티오피아 G1 콩가,"14,000원
150g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '모카포트', '콜드브루', '블랙 그대로']","['에티오피아', '콩가협동조합', '게데오', '에얼룸']"
255,고소&쌉쌀,포스트업,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '콜드브루', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['브라질 다테라 버본', '과테말라 웨웨테낭고 리오 아줄']"
256,밸런스&깔끔한,리볼브,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '커피메이커', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['브라질 다테라 버본', '콜롬비아 나리노 라 유니온', '과테말라 웨웨테낭고 엘 린콘']"
257,깔끔한&달콤,BABY BLEND,"16,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 리무 볼렌소 혼합종 내추럴', '인도 카르나타카 아티칸 워시드', '온두라스 마리사벨 블렌드 카투아이 워시드']"
